DATA_TYPE Graph,,,
VERSION Tekscan Pressure Measurement System 6.85-29,,,
HARDWARE 00114-2337,,,
MAP_VERSION 8.0,,,
HW_TYPE 4,,,
VersaPogoFsx 0,,,
VersaV6CuffFsx 0,,,
FILENAME C:\Tekscan\Research\Database\MOVIES\TaquetLéon\TaquL06.fsx,,,
SENSOR_TYPE Socket XL Med,,,
ROWS 16,,,
COLS 15,,,
ROW_SPACING 1.27 centimeters,,,
COL_SPACING 1.27 centimeters,,,
SENSEL_AREA 1.6129 cm2,,,
NOISE_THRESHOLD 3,,,
SECONDS_PER_FRAME 0.005,,,
MICRO_SECOND 1,,,
TIME 11/8/2021 2:22:39.333PM,,,
SCALE_FACTOR  0.10632 N/cm2 / raw,,,
EXPONENT 1.00413,,,
SATURATION_PRESSURE 27.7392 N/cm2 (Exponential Extrapolation),,,
CALIBRATION_POINT_1 2.99895 (Pounds) 77 (Raw Sum) 9 (Number of Loaded Cells),,,
CALIBRATION_MODE_1 Point,,,
CALIBRATION_POINT_2 32 (Pounds) 815 (Raw Sum) 22 (Number of Loaded Cells),,,
CALIBRATION_MODE_2 Point,,,
CALIBRATION_INFO C:\Tekscan\Research\Database\MOVIES\TaquetLéon\TaquL06.fsx,,,
SENSITIVITY Default,,,
MAP_INDEX 0,,,
SUBMAP 0,,,
Last Name: Taquet,,,
First Name: Léon,,,
Gender: Male,,,
START_FRAME 1,,,
END_FRAME 14638,,,
UNITS Pounds,,,
ASCII_DATA @@,,,
Frames(X), Time(X), Raw Sum, Force(Y:green)
1,0,61,0
2,0.005,61,0
3,0.01,121,0
4,0.015,48,0
5,0.02,71,0
6,0.025,30,0
7,0.03,71,0
8,0.035,66,0
9,0.04,47,0
10,0.045,43,0
11,0.05,62,0
12,0.055,53,0
13,0.06,88,0
14,0.065,49,0
15,0.07,40,0
16,0.075,60,0
17,0.08,70,0
18,0.085,44,0
19,0.09,34,0
20,0.095,80,0
21,0.1,63,0
22,0.105,59,0
23,0.11,66,0
24,0.115,29,0
25,0.12,61,0
26,0.125,64,0
27,0.13,54,0
28,0.135,82,0
29,0.14,62,0
30,0.145,63,0
31,0.15,38,0
32,0.155,36,0
33,0.16,73,0
34,0.165,75,0
35,0.17,51,0
36,0.175,42,0
37,0.18,42,0
38,0.185,58,0
39,0.19,58,0
40,0.195,68,0
41,0.2,74,0
42,0.205,51,0
43,0.21,43,0
44,0.215,65,0
45,0.22,37,0
46,0.225,76,0
47,0.23,52,0
48,0.235,56,0
49,0.24,92,0
50,0.245,73,0
51,0.25,66,0
52,0.255,49,0
53,0.26,71,0
54,0.265,87,0
55,0.27,83,0
56,0.275,49,0
57,0.28,35,0
58,0.285,68,0
59,0.29,68,0
60,0.295,65,0
61,0.3,47,0
62,0.305,55,0
63,0.31,57,0
64,0.315,88,0
65,0.32,53,0
66,0.325,40,0
67,0.33,68,0
68,0.335,51,0
69,0.34,81,0
70,0.345,68,0
71,0.35,46,0
72,0.355,63,0
73,0.36,51,0
74,0.365,71,0
75,0.37,83,0
76,0.375,59,0
77,0.38,60,0
78,0.385,69,0
79,0.39,71,0
80,0.395,58,0
81,0.4,69,0
82,0.405,63,0
83,0.41,49,0
